order_id,order_date,order_status,quantity_of_product_ordered,payment_method,voucher_value,review_rating,shipment_id,product_id,customer_id
83,2024-01-13,Returned,3,Visa,2.2,NULL,11,4,36733
83,2024-01-13,Returned,8,Visa,8.1,NULL,11,44,36733
83,2024-01-13,Returned,10,Visa,7.5,NULL,11,56,36733
83,2024-01-13,Returned,10,Visa,7.3,NULL,11,67,36733
83,2024-01-13,Returned,10,Visa,0.6,NULL,11,2,36733
84,2024-01-12,Done,9,Google Pay,10.0,3,46,4,31395
84,2024-01-12,Done,2,Google Pay,8.2,5,46,20,31395
84,2024-01-12,Done,10,Google Pay,9.3,2,46,32,31395
84,2024-01-12,Done,7,Google Pay,9.5,5,46,10,31395
85,2024-01-07,Done,1,Visa,2.6,1,10,6,46764
85,2024-01-07,Done,9,Visa,5.5,2,10,43,46764
85,2024-01-07,Done,9,Visa,9.4,2,10,68,46764
85,2024-01-07,Done,6,Visa,2.4,1,10,26,46764
85,2024-01-07,Done,6,Visa,4.9,4,10,29,46764
85,2024-01-07,Done,7,Visa,5.4,2,10,28,46764
86,2024-02-16,Done,3,Mastercard,7.8,1,33,39,26286
86,2024-02-16,Done,7,Mastercard,1.5,3,33,63,26286
86,2024-02-16,Done,1,Mastercard,9.5,3,33,31,26286
86,2024-02-16,Done,8,Mastercard,5.6,2,33,41,26286
87,2024-02-12,Paid,1,Apple Pay,7.4,NULL,92,15,28606
87,2024-02-12,Paid,5,Apple Pay,5.5,NULL,92,44,28606
87,2024-02-12,Paid,5,Apple Pay,1.2,NULL,92,55,28606
87,2024-02-12,Paid,9,Apple Pay,5.4,NULL,92,32,28606
88,2024-01-30,Done,7,Mastercard,4.7,2,1,16,30769
88,2024-01-30,Done,9,Mastercard,8.2,4,1,51,30769
88,2024-01-30,Done,8,Mastercard,7.4,3,1,26,30769
88,2024-01-30,Done,9,Mastercard,8.0,4,1,3,30769
88,2024-01-30,Done,3,Mastercard,3.7,1,1,39,30769
88,2024-01-30,Done,10,Mastercard,3.8,4,1,27,30769
88,2024-01-30,Done,6,Mastercard,4.9,1,1,7,30769
88,2024-01-30,Done,8,Mastercard,0.8,1,1,35,30769
89,2024-01-05,Processing,6,Mastercard,2.1,NULL,77,51,21605
89,2024-01-05,Processing,3,Mastercard,5.0,NULL,77,44,21605
89,2024-01-05,Processing,4,Mastercard,8.7,NULL,77,31,21605
89,2024-01-05,Processing,7,Mastercard,5.1,NULL,77,70,21605
90,2024-02-14,Shipped,6,Apple Pay,4.3,NULL,35,6,21605
90,2024-02-14,Shipped,2,Apple Pay,9.9,NULL,35,35,21605
90,2024-02-14,Shipped,3,Apple Pay,6.4,NULL,35,18,21605
90,2024-02-14,Shipped,1,Apple Pay,7.4,NULL,35,16,21605
90,2024-02-14,Shipped,10,Apple Pay,8.7,NULL,35,51,21605
90,2024-02-14,Shipped,3,Apple Pay,0.9,NULL,35,9,21605
90,2024-02-14,Shipped,3,Apple Pay,2.5,NULL,35,41,21605
91,2024-01-23,Returned,2,Mastercard,5.5,NULL,39,13,35572
91,2024-01-23,Returned,3,Mastercard,4.7,NULL,39,7,35572
91,2024-01-23,Returned,2,Mastercard,9.6,NULL,39,21,35572
91,2024-01-23,Returned,3,Mastercard,9.3,NULL,39,36,35572
91,2024-01-23,Returned,3,Mastercard,5.7,NULL,39,70,35572
91,2024-01-23,Returned,9,Mastercard,1.7,NULL,39,64,35572
91,2024-01-23,Returned,2,Mastercard,7.4,NULL,39,50,35572
91,2024-01-23,Returned,5,Mastercard,2.9,NULL,39,66,35572
92,2024-02-01,Processing,8,Google Pay,1.5,NULL,98,10,21838
92,2024-02-01,Processing,10,Google Pay,0.2,NULL,98,25,21838
92,2024-02-01,Processing,4,Google Pay,4.2,NULL,98,17,21838
93,2024-02-13,Done,10,Pay Pal,3.1,5,59,44,30769
93,2024-02-13,Done,1,Pay Pal,2.4,5,59,55,30769
93,2024-02-13,Done,8,Pay Pal,8.1,3,59,35,30769
94,2024-02-06,Processing,7,Visa,7.8,NULL,36,54,30769
94,2024-02-06,Processing,3,Visa,9.6,NULL,36,10,30769
94,2024-02-06,Processing,9,Visa,9.8,NULL,36,29,30769
94,2024-02-06,Processing,6,Visa,3.7,NULL,36,47,30769
94,2024-02-06,Processing,10,Visa,6.4,NULL,36,8,30769
95,2024-02-17,Paid,1,Visa,9.5,NULL,74,68,11297
95,2024-02-17,Paid,8,Visa,0.2,NULL,74,27,11297
96,2024-03-09,Returned,5,Pay Pal,5.0,NULL,21,52,13102
96,2024-03-09,Returned,2,Pay Pal,6.1,NULL,21,20,13102
96,2024-03-09,Returned,10,Pay Pal,9.0,NULL,21,62,13102
96,2024-03-09,Returned,9,Pay Pal,3.7,NULL,21,28,13102
96,2024-03-09,Returned,8,Pay Pal,0.6,NULL,21,54,13102
96,2024-03-09,Returned,8,Pay Pal,6.2,NULL,21,70,13102
96,2024-03-09,Returned,4,Pay Pal,6.4,NULL,21,15,13102
96,2024-03-09,Returned,7,Pay Pal,4.4,NULL,21,46,13102
97,2024-03-04,Returned,1,Apple Pay,4.2,NULL,79,47,47636
97,2024-03-04,Returned,8,Apple Pay,5.0,NULL,79,68,47636
97,2024-03-04,Returned,6,Apple Pay,9.8,NULL,79,21,47636
97,2024-03-04,Returned,1,Apple Pay,1.5,NULL,79,31,47636
98,2024-03-01,Returned,7,Apple Pay,7.9,NULL,56,23,38040
99,2024-01-31,Done,1,Pay Pal,5.3,2,37,36,19135
100,2024-03-02,Processing,8,Mastercard,6.1,NULL,44,12,31854
100,2024-03-02,Processing,6,Mastercard,1.7,NULL,44,4,31854
100,2024-03-02,Processing,1,Mastercard,1.9,NULL,44,58,31854
100,2024-03-02,Processing,1,Mastercard,6.0,NULL,44,49,31854
